Make,Model,Color,Body_Type,Production_Date,Drive_Type,Transmission,Mileage,Emission_Class,Power,Engine_Displacement,Build_Year,Fuel,Category,Seats,Doors,Gears,Cylinders,Curb_Weight,CO2_Emission,Interior_Material,Price,Interior_Color,Paint_Type,Technical_Inspection,Production_Year,Non_Smoker_Car,Fuel_Consumption,Warranty,Last_Service,Electric_Range,Other_Energy_Sources
Citroen,Grand C4 Picasso,Brown,MPV,2010-08-01,,Manual,184418.0,Euro 4,88.0,1.598,2010-08-01,Petrol,Used,7.0,5.0,5.0,4.0,1461.0,174.0,Fabric,3490.0,,Metallic,,,,,,,,
Peugeot,107,Red,Hatchback,2010-07-01,Front,Manual,73685.0,Euro 4,50.0,998.0,2010-07-01,Petrol,Used,4.0,5.0,5.0,3.0,780.0,106.0,Fabric,3450.0,Black,,2026-07-31,,,,,,,
Ford,Kuga,White,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,99798.0,,147.0,2.521,2010-02-01,Petrol,Used,5.0,5.0,,5.0,1508.0,,Leather,10999.0,Black,,,,,,,,,
Opel,Corsa,Blue,Hatchback,2010-03-01,Front,Manual,140058.0,Euro 5,74.0,1.398,2010-03-01,Petrol,Used,5.0,5.0,5.0,4.0,1063.0,129.0,Half leather,4499.0,Grey,Metallic,2025-07-31,,,,,,,
Fiat,Doblo,White,MPV,2010-10-01,Front,Manual,158844.0,Euro 5,70.0,1.368,2010-10-01,Petrol,Used,5.0,5.0,5.0,4.0,1315.0,166.0,Fabric,4950.0,,,,,,,,,,
Volkswagen,Golf GTI,White,Hatchback,2010-01-01,Front,Automatic,253775.0,Euro 5,155.0,1.984,2010-01-01,Petrol,Used,5.0,5.0,6.0,4.0,1314.0,173.0,Fabric,7945.0,Black,,2026-01-31,,,,,,,
Volvo,XC90,Grey,SUV/Off-Road/Pick-Up,2010-06-01,4x4,Automatic,380272.0,Euro 4,136.0,2.4,2010-06-01,Diesel,Used,7.0,5.0,6.0,5.0,2044.0,224.0,Leather,6950.0,,,2026-03-31,,,,,,,
Opel,Astra,Black,Hatchback,2010-07-01,Front,Manual,221738.0,Euro 5,132.0,1.598,2010-07-01,Petrol,Used,5.0,5.0,6.0,4.0,1390.0,201.0,Fabric,4350.0,Black,Metallic,2026-06-30,,,,,,,
Volkswagen,Golf,Black,Hatchback,2010-07-01,Front,Manual,151622.0,Euro 5,90.0,1.39,2010-07-01,Petrol,Used,5.0,3.0,,4.0,1190.0,144.0,Fabric,6950.0,Grey,Metallic,2026-02-28,,,,,,,
Renault,Megane,Black,Cabrio,2010-06-01,Front,Manual,133497.0,Euro 5,96.0,1.397,2010-06-01,Petrol,Used,4.0,2.0,6.0,4.0,1475.0,169.0,Leather,5443.0,,,,,,,,,,
Toyota,RAV 4,Black,SUV/Off-Road/Pick-Up,2010-07-01,4x4,Automatic,185891.0,Euro 4,116.0,1.987,2010-07-01,Petrol,Used,5.0,5.0,,4.0,1480.0,177.0,Leather,4950.0,,Metallic,2025-07-31,2010.0,1.0,7.5,,,,
Volkswagen,Touran,Black,MPV,2010-09-01,Front,Manual,140215.0,Euro 5,77.0,1.197,2010-09-01,Petrol,Used,5.0,5.0,6.0,4.0,1360.0,139.0,Fabric,5950.0,Black,Metallic,2025-09-30,,,,,,,
Opel,Corsa,White,Hatchback,2010-11-01,Front,Manual,149996.0,Euro 5,74.0,1.398,2010-11-01,Petrol,Used,5.0,3.0,,4.0,1040.0,129.0,,3950.0,,,2025-07-31,,,,,,,
Ford,Focus,Black,Stationwagen,2010-06-01,Front,Manual,199831.0,Euro 5,74.0,1.596,2010-06-01,Petrol,Used,5.0,5.0,,4.0,1177.0,159.0,,1000.0,,,2025-07-31,,,,,,,
Skoda,Fabia,White,Stationwagen,2010-11-01,Front,Manual,274981.0,Euro 5,55.0,1.199,2010-11-01,Diesel,Used,5.0,5.0,5.0,3.0,1119.0,89.0,Fabric,1950.0,Black,,,,,,,,,
Nissan,Pixo,Blue,Hatchback,2010-02-01,Front,Manual,193392.0,Euro 5,50.0,996.0,2010-02-01,Petrol,Used,4.0,5.0,,3.0,830.0,103.0,,1695.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,Ka/Ka+,White,Hatchback,2010-05-01,Front,Manual,159180.0,Euro 4,51.0,1.242,2010-05-01,Petrol,Used,4.0,3.0,,4.0,840.0,119.0,,2250.0,,,2026-06-30,,,,,,,
Volkswagen,Polo,Black,Hatchback,2010-03-01,Front,Automatic,280199.0,Euro 5,63.0,1.39,2010-03-01,Petrol,Used,5.0,5.0,7.0,4.0,1004.0,135.0,,4949.0,,,,,,,,,,
Mercedes-Benz,B 180,Grey,MPV,2010-09-01,Front,Automatic,160605.0,Euro 5,85.0,1.699,2010-09-01,Petrol,Used,5.0,5.0,,4.0,1270.0,173.0,,6200.0,,Metallic,2026-07-31,,,,,,,
Citroen,Grand C4 Picasso,Brown,MPV,2010-08-01,,Manual,184418.0,Euro 4,88.0,1.598,2010-08-01,Petrol,Used,7.0,5.0,5.0,4.0,1461.0,174.0,Fabric,3490.0,,Metallic,,,,,,,,
Peugeot,107,Red,Hatchback,2010-07-01,Front,Manual,73685.0,Euro 4,50.0,998.0,2010-07-01,Petrol,Used,4.0,5.0,5.0,3.0,780.0,106.0,Fabric,3450.0,Black,,2026-07-31,,,,,,,
Ford,Kuga,White,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,99798.0,,147.0,2.521,2010-02-01,Petrol,Used,5.0,5.0,,5.0,1508.0,,Leather,10999.0,Black,,,,,,,,,
Opel,Corsa,Blue,Hatchback,2010-03-01,Front,Manual,140058.0,Euro 5,74.0,1.398,2010-03-01,Petrol,Used,5.0,5.0,5.0,4.0,1063.0,129.0,Half leather,4499.0,Grey,Metallic,2025-07-31,,,,,,,
Fiat,Doblo,White,MPV,2010-10-01,Front,Manual,158844.0,Euro 5,70.0,1.368,2010-10-01,Petrol,Used,5.0,5.0,5.0,4.0,1315.0,166.0,Fabric,4950.0,,,,,,,,,,
Volkswagen,Golf GTI,White,Hatchback,2010-01-01,Front,Automatic,253775.0,Euro 5,155.0,1.984,2010-01-01,Petrol,Used,5.0,5.0,6.0,4.0,1314.0,173.0,Fabric,7945.0,Black,,2026-01-31,,,,,,,
Volvo,XC90,Grey,SUV/Off-Road/Pick-Up,2010-06-01,4x4,Automatic,380272.0,Euro 4,136.0,2.4,2010-06-01,Diesel,Used,7.0,5.0,6.0,5.0,2044.0,224.0,Leather,6950.0,,,2026-03-31,,,,,,,
Opel,Astra,Black,Hatchback,2010-07-01,Front,Manual,221738.0,Euro 5,132.0,1.598,2010-07-01,Petrol,Used,5.0,5.0,6.0,4.0,1390.0,201.0,Fabric,4350.0,Black,Metallic,2026-06-30,,,,,,,
Volkswagen,Golf,Black,Hatchback,2010-07-01,Front,Manual,151622.0,Euro 5,90.0,1.39,2010-07-01,Petrol,Used,5.0,3.0,,4.0,1190.0,144.0,Fabric,6950.0,Grey,Metallic,2026-02-28,,,,,,,
Renault,Megane,Black,Cabrio,2010-06-01,Front,Manual,133497.0,Euro 5,96.0,1.397,2010-06-01,Petrol,Used,4.0,2.0,6.0,4.0,1475.0,169.0,Leather,5443.0,,,,,,,,,,
Toyota,RAV 4,Black,SUV/Off-Road/Pick-Up,2010-07-01,4x4,Automatic,185891.0,Euro 4,116.0,1.987,2010-07-01,Petrol,Used,5.0,5.0,,4.0,1480.0,177.0,Leather,4950.0,,Metallic,2025-07-31,2010.0,1.0,7.5,,,,
Volkswagen,Touran,Black,MPV,2010-09-01,Front,Manual,140215.0,Euro 5,77.0,1.197,2010-09-01,Petrol,Used,5.0,5.0,6.0,4.0,1360.0,139.0,Fabric,5950.0,Black,Metallic,2025-09-30,,,,,,,
Opel,Corsa,White,Hatchback,2010-11-01,Front,Manual,149996.0,Euro 5,74.0,1.398,2010-11-01,Petrol,Used,5.0,3.0,,4.0,1040.0,129.0,,3950.0,,,2025-07-31,,,,,,,
Ford,Focus,Black,Stationwagen,2010-06-01,Front,Manual,199831.0,Euro 5,74.0,1.596,2010-06-01,Petrol,Used,5.0,5.0,,4.0,1177.0,159.0,,1000.0,,,2025-07-31,,,,,,,
Skoda,Fabia,White,Stationwagen,2010-11-01,Front,Manual,274981.0,Euro 5,55.0,1.199,2010-11-01,Diesel,Used,5.0,5.0,5.0,3.0,1119.0,89.0,Fabric,1950.0,Black,,,,,,,,,
Nissan,Pixo,Blue,Hatchback,2010-02-01,Front,Manual,193392.0,Euro 5,50.0,996.0,2010-02-01,Petrol,Used,4.0,5.0,,3.0,830.0,103.0,,1695.0,,,,,,,,,,
Toyota,RAV 4,Brown,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,193917.0,Euro 4,116.0,1.987,2010-02-01,Petrol,Used,5.0,5.0,5.0,4.0,1480.0,177.0,Fabric,10945.0,Black,Metallic,2026-02-28,,,,1.0,,,
Ford,Ka/Ka+,White,Hatchback,2010-05-01,Front,Manual,159180.0,Euro 4,51.0,1.242,2010-05-01,Petrol,Used,4.0,3.0,,4.0,840.0,119.0,,2250.0,,,2026-06-30,,,,,,,
Volkswagen,Polo,Black,Hatchback,2010-03-01,Front,Automatic,280199.0,Euro 5,63.0,1.39,2010-03-01,Petrol,Used,5.0,5.0,7.0,4.0,1004.0,135.0,,4949.0,,,,,,,,,,
Mercedes-Benz,B 180,Grey,MPV,2010-09-01,Front,Automatic,160605.0,Euro 5,85.0,1.699,2010-09-01,Petrol,Used,5.0,5.0,,4.0,1270.0,173.0,,6200.0,,Metallic,2026-07-31,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,107,Red,Hatchback,2010-07-01,Front,Manual,73685.0,Euro 4,50.0,998.0,2010-07-01,Petrol,Used,4.0,5.0,5.0,3.0,780.0,106.0,Fabric,3450.0,Black,,2026-07-31,,,,,,,
Ford,Kuga,White,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,99798.0,,147.0,2.521,2010-02-01,Petrol,Used,5.0,5.0,,5.0,1508.0,,Leather,10999.0,Black,,,,,,,,,
Opel,Corsa,Blue,Hatchback,2010-03-01,Front,Manual,140058.0,Euro 5,74.0,1.398,2010-03-01,Petrol,Used,5.0,5.0,5.0,4.0,1063.0,129.0,Half leather,4499.0,Grey,Metallic,2025-07-31,,,,,,,
Fiat,Doblo,White,MPV,2010-10-01,Front,Manual,158844.0,Euro 5,70.0,1.368,2010-10-01,Petrol,Used,5.0,5.0,5.0,4.0,1315.0,166.0,Fabric,4950.0,,,,,,,,,,
Volkswagen,Golf GTI,White,Hatchback,2010-01-01,Front,Automatic,253775.0,Euro 5,155.0,1.984,2010-01-01,Petrol,Used,5.0,5.0,6.0,4.0,1314.0,173.0,Fabric,7945.0,Black,,2026-01-31,,,,,,,
Volvo,XC90,Grey,SUV/Off-Road/Pick-Up,2010-06-01,4x4,Automatic,380272.0,Euro 4,136.0,2.4,2010-06-01,Diesel,Used,7.0,5.0,6.0,5.0,2044.0,224.0,Leather,6950.0,,,2026-03-31,,,,,,,
Opel,Astra,Black,Hatchback,2010-07-01,Front,Manual,221738.0,Euro 5,132.0,1.598,2010-07-01,Petrol,Used,5.0,5.0,6.0,4.0,1390.0,201.0,Fabric,4350.0,Black,Metallic,2026-06-30,,,,,,,
Volkswagen,Golf,Black,Hatchback,2010-07-01,Front,Manual,151622.0,Euro 5,90.0,1.39,2010-07-01,Petrol,Used,5.0,3.0,,4.0,1190.0,144.0,Fabric,6950.0,Grey,Metallic,2026-02-28,,,,,,,
Renault,Megane,Black,Cabrio,2010-06-01,Front,Manual,133497.0,Euro 5,96.0,1.397,2010-06-01,Petrol,Used,4.0,2.0,6.0,4.0,1475.0,169.0,Leather,5443.0,,,,,,,,,,
Toyota,RAV 4,Black,SUV/Off-Road/Pick-Up,2010-07-01,4x4,Automatic,185891.0,Euro 4,116.0,1.987,2010-07-01,Petrol,Used,5.0,5.0,,4.0,1480.0,177.0,Leather,4950.0,,Metallic,2025-07-31,2010.0,1.0,7.5,,,,
Volkswagen,Touran,Black,MPV,2010-09-01,Front,Manual,140215.0,Euro 5,77.0,1.197,2010-09-01,Petrol,Used,5.0,5.0,6.0,4.0,1360.0,139.0,Fabric,5950.0,Black,Metallic,2025-09-30,,,,,,,
Opel,Corsa,White,Hatchback,2010-11-01,Front,Manual,149996.0,Euro 5,74.0,1.398,2010-11-01,Petrol,Used,5.0,3.0,,4.0,1040.0,129.0,,3950.0,,,2025-07-31,,,,,,,
Ford,Focus,Black,Stationwagen,2010-06-01,Front,Manual,199831.0,Euro 5,74.0,1.596,2010-06-01,Petrol,Used,5.0,5.0,,4.0,1177.0,159.0,,1000.0,,,2025-07-31,,,,,,,
Skoda,Fabia,White,Stationwagen,2010-11-01,Front,Manual,274981.0,Euro 5,55.0,1.199,2010-11-01,Diesel,Used,5.0,5.0,5.0,3.0,1119.0,89.0,Fabric,1950.0,Black,,,,,,,,,
Nissan,Pixo,Blue,Hatchback,2010-02-01,Front,Manual,193392.0,Euro 5,50.0,996.0,2010-02-01,Petrol,Used,4.0,5.0,,3.0,830.0,103.0,,1695.0,,,,,,,,,,
Toyota,RAV 4,Brown,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,193917.0,Euro 4,116.0,1.987,2010-02-01,Petrol,Used,5.0,5.0,5.0,4.0,1480.0,177.0,Fabric,10945.0,Black,Metallic,2026-02-28,,,,1.0,,,
Ford,Ka/Ka+,White,Hatchback,2010-05-01,Front,Manual,159180.0,Euro 4,51.0,1.242,2010-05-01,Petrol,Used,4.0,3.0,,4.0,840.0,119.0,,2250.0,,,2026-06-30,,,,,,,
Volkswagen,Polo,Black,Hatchback,2010-03-01,Front,Automatic,280199.0,Euro 5,63.0,1.39,2010-03-01,Petrol,Used,5.0,5.0,7.0,4.0,1004.0,135.0,,4949.0,,,,,,,,,,
Mercedes-Benz,B 180,Grey,MPV,2010-09-01,Front,Automatic,160605.0,Euro 5,85.0,1.699,2010-09-01,Petrol,Used,5.0,5.0,,4.0,1270.0,173.0,,6200.0,,Metallic,2026-07-31,,,,,,,
Citroen,Grand C4 Picasso,Brown,MPV,2010-08-01,,Manual,184418.0,Euro 4,88.0,1.598,2010-08-01,Petrol,Used,7.0,5.0,5.0,4.0,1461.0,174.0,Fabric,3490.0,,Metallic,,,,,,,,
Peugeot,107,Red,Hatchback,2010-07-01,Front,Manual,73685.0,Euro 4,50.0,998.0,2010-07-01,Petrol,Used,4.0,5.0,5.0,3.0,780.0,106.0,Fabric,3450.0,Black,,2026-07-31,,,,,,,
Ford,Kuga,White,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,99798.0,,147.0,2.521,2010-02-01,Petrol,Used,5.0,5.0,,5.0,1508.0,,Leather,10999.0,Black,,,,,,,,,
Opel,Corsa,Blue,Hatchback,2010-03-01,Front,Manual,140058.0,Euro 5,74.0,1.398,2010-03-01,Petrol,Used,5.0,5.0,5.0,4.0,1063.0,129.0,Half leather,4499.0,Grey,Metallic,2025-07-31,,,,,,,
Fiat,Doblo,White,MPV,2010-10-01,Front,Manual,158844.0,Euro 5,70.0,1.368,2010-10-01,Petrol,Used,5.0,5.0,5.0,4.0,1315.0,166.0,Fabric,4950.0,,,,,,,,,,
Volkswagen,Golf GTI,White,Hatchback,2010-01-01,Front,Automatic,253775.0,Euro 5,155.0,1.984,2010-01-01,Petrol,Used,5.0,5.0,6.0,4.0,1314.0,173.0,Fabric,7945.0,Black,,2026-01-31,,,,,,,
Volvo,XC90,Grey,SUV/Off-Road/Pick-Up,2010-06-01,4x4,Automatic,380272.0,Euro 4,136.0,2.4,2010-06-01,Diesel,Used,7.0,5.0,6.0,5.0,2044.0,224.0,Leather,6950.0,,,2026-03-31,,,,,,,
Opel,Astra,Black,Hatchback,2010-07-01,Front,Manual,221738.0,Euro 5,132.0,1.598,2010-07-01,Petrol,Used,5.0,5.0,6.0,4.0,1390.0,201.0,Fabric,4350.0,Black,Metallic,2026-06-30,,,,,,,
Volkswagen,Golf,Black,Hatchback,2010-07-01,Front,Manual,151622.0,Euro 5,90.0,1.39,2010-07-01,Petrol,Used,5.0,3.0,,4.0,1190.0,144.0,Fabric,6950.0,Grey,Metallic,2026-02-28,,,,,,,
Renault,Megane,Black,Cabrio,2010-06-01,Front,Manual,133497.0,Euro 5,96.0,1.397,2010-06-01,Petrol,Used,4.0,2.0,6.0,4.0,1475.0,169.0,Leather,5443.0,,,,,,,,,,
Toyota,RAV 4,Black,SUV/Off-Road/Pick-Up,2010-07-01,4x4,Automatic,185891.0,Euro 4,116.0,1.987,2010-07-01,Petrol,Used,5.0,5.0,,4.0,1480.0,177.0,Leather,4950.0,,Metallic,2025-07-31,2010.0,1.0,7.5,,,,
Volkswagen,Touran,Black,MPV,2010-09-01,Front,Manual,140215.0,Euro 5,77.0,1.197,2010-09-01,Petrol,Used,5.0,5.0,6.0,4.0,1360.0,139.0,Fabric,5950.0,Black,Metallic,2025-09-30,,,,,,,
Opel,Corsa,White,Hatchback,2010-11-01,Front,Manual,149996.0,Euro 5,74.0,1.398,2010-11-01,Petrol,Used,5.0,3.0,,4.0,1040.0,129.0,,3950.0,,,2025-07-31,,,,,,,
Ford,Focus,Black,Stationwagen,2010-06-01,Front,Manual,199831.0,Euro 5,74.0,1.596,2010-06-01,Petrol,Used,5.0,5.0,,4.0,1177.0,159.0,,1000.0,,,2025-07-31,,,,,,,
Skoda,Fabia,White,Stationwagen,2010-11-01,Front,Manual,274981.0,Euro 5,55.0,1.199,2010-11-01,Diesel,Used,5.0,5.0,5.0,3.0,1119.0,89.0,Fabric,1950.0,Black,,,,,,,,,
Nissan,Pixo,Blue,Hatchback,2010-02-01,Front,Manual,193392.0,Euro 5,50.0,996.0,2010-02-01,Petrol,Used,4.0,5.0,,3.0,830.0,103.0,,1695.0,,,,,,,,,,
Toyota,RAV 4,Brown,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,193917.0,Euro 4,116.0,1.987,2010-02-01,Petrol,Used,5.0,5.0,5.0,4.0,1480.0,177.0,Fabric,10945.0,Black,Metallic,2026-02-28,,,,1.0,,,
Ford,Ka/Ka+,White,Hatchback,2010-05-01,Front,Manual,159180.0,Euro 4,51.0,1.242,2010-05-01,Petrol,Used,4.0,3.0,,4.0,840.0,119.0,,2250.0,,,2026-06-30,,,,,,,
Volkswagen,Polo,Black,Hatchback,2010-03-01,Front,Automatic,280199.0,Euro 5,63.0,1.39,2010-03-01,Petrol,Used,5.0,5.0,7.0,4.0,1004.0,135.0,,4949.0,,,,,,,,,,
Mercedes-Benz,B 180,Grey,MPV,2010-09-01,Front,Automatic,160605.0,Euro 5,85.0,1.699,2010-09-01,Petrol,Used,5.0,5.0,,4.0,1270.0,173.0,,6200.0,,Metallic,2026-07-31,,,,,,,
Citroen,Grand C4 Picasso,Brown,MPV,2010-08-01,,Manual,184418.0,Euro 4,88.0,1.598,2010-08-01,Petrol,Used,7.0,5.0,5.0,4.0,1461.0,174.0,Fabric,3490.0,,Metallic,,,,,,,,
Peugeot,107,Red,Hatchback,2010-07-01,Front,Manual,73685.0,Euro 4,50.0,998.0,2010-07-01,Petrol,Used,4.0,5.0,5.0,3.0,780.0,106.0,Fabric,3450.0,Black,,2026-07-31,,,,,,,
Ford,Kuga,White,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,99798.0,,147.0,2.521,2010-02-01,Petrol,Used,5.0,5.0,,5.0,1508.0,,Leather,10999.0,Black,,,,,,,,,
Opel,Corsa,Blue,Hatchback,2010-03-01,Front,Manual,140058.0,Euro 5,74.0,1.398,2010-03-01,Petrol,Used,5.0,5.0,5.0,4.0,1063.0,129.0,Half leather,4499.0,Grey,Metallic,2025-07-31,,,,,,,
Fiat,Doblo,White,MPV,2010-10-01,Front,Manual,158844.0,Euro 5,70.0,1.368,2010-10-01,Petrol,Used,5.0,5.0,5.0,4.0,1315.0,166.0,Fabric,4950.0,,,,,,,,,,
Volkswagen,Golf GTI,White,Hatchback,2010-01-01,Front,Automatic,253775.0,Euro 5,155.0,1.984,2010-01-01,Petrol,Used,5.0,5.0,6.0,4.0,1314.0,173.0,Fabric,7945.0,Black,,2026-01-31,,,,,,,
Volvo,XC90,Grey,SUV/Off-Road/Pick-Up,2010-06-01,4x4,Automatic,380272.0,Euro 4,136.0,2.4,2010-06-01,Diesel,Used,7.0,5.0,6.0,5.0,2044.0,224.0,Leather,6950.0,,,2026-03-31,,,,,,,
Opel,Astra,Black,Hatchback,2010-07-01,Front,Manual,221738.0,Euro 5,132.0,1.598,2010-07-01,Petrol,Used,5.0,5.0,6.0,4.0,1390.0,201.0,Fabric,4350.0,Black,Metallic,2026-06-30,,,,,,,
Volkswagen,Golf,Black,Hatchback,2010-07-01,Front,Manual,151622.0,Euro 5,90.0,1.39,2010-07-01,Petrol,Used,5.0,3.0,,4.0,1190.0,144.0,Fabric,6950.0,Grey,Metallic,2026-02-28,,,,,,,
Renault,Megane,Black,Cabrio,2010-06-01,Front,Manual,133497.0,Euro 5,96.0,1.397,2010-06-01,Petrol,Used,4.0,2.0,6.0,4.0,1475.0,169.0,Leather,5443.0,,,,,,,,,,
Toyota,RAV 4,Black,SUV/Off-Road/Pick-Up,2010-07-01,4x4,Automatic,185891.0,Euro 4,116.0,1.987,2010-07-01,Petrol,Used,5.0,5.0,,4.0,1480.0,177.0,Leather,4950.0,,Metallic,2025-07-31,2010.0,1.0,7.5,,,,
Volkswagen,Touran,Black,MPV,2010-09-01,Front,Manual,140215.0,Euro 5,77.0,1.197,2010-09-01,Petrol,Used,5.0,5.0,6.0,4.0,1360.0,139.0,Fabric,5950.0,Black,Metallic,2025-09-30,,,,,,,
Opel,Corsa,White,Hatchback,2010-11-01,Front,Manual,149996.0,Euro 5,74.0,1.398,2010-11-01,Petrol,Used,5.0,3.0,,4.0,1040.0,129.0,,3950.0,,,2025-07-31,,,,,,,
Ford,Focus,Black,Stationwagen,2010-06-01,Front,Manual,199831.0,Euro 5,74.0,1.596,2010-06-01,Petrol,Used,5.0,5.0,,4.0,1177.0,159.0,,1000.0,,,2025-07-31,,,,,,,
Skoda,Fabia,White,Stationwagen,2010-11-01,Front,Manual,274981.0,Euro 5,55.0,1.199,2010-11-01,Diesel,Used,5.0,5.0,5.0,3.0,1119.0,89.0,Fabric,1950.0,Black,,,,,,,,,
Nissan,Pixo,Blue,Hatchback,2010-02-01,Front,Manual,193392.0,Euro 5,50.0,996.0,2010-02-01,Petrol,Used,4.0,5.0,,3.0,830.0,103.0,,1695.0,,,,,,,,,,
Toyota,RAV 4,Brown,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,193917.0,Euro 4,116.0,1.987,2010-02-01,Petrol,Used,5.0,5.0,5.0,4.0,1480.0,177.0,Fabric,10945.0,Black,Metallic,2026-02-28,,,,1.0,,,
Ford,Ka/Ka+,White,Hatchback,2010-05-01,Front,Manual,159180.0,Euro 4,51.0,1.242,2010-05-01,Petrol,Used,4.0,3.0,,4.0,840.0,119.0,,2250.0,,,2026-06-30,,,,,,,
Volkswagen,Polo,Black,Hatchback,2010-03-01,Front,Automatic,280199.0,Euro 5,63.0,1.39,2010-03-01,Petrol,Used,5.0,5.0,7.0,4.0,1004.0,135.0,,4949.0,,,,,,,,,,
Mercedes-Benz,B 180,Grey,MPV,2010-09-01,Front,Automatic,160605.0,Euro 5,85.0,1.699,2010-09-01,Petrol,Used,5.0,5.0,,4.0,1270.0,173.0,,6200.0,,Metallic,2026-07-31,,,,,,,
Citroen,Grand C4 Picasso,Brown,MPV,2010-08-01,,Manual,184418.0,Euro 4,88.0,1.598,2010-08-01,Petrol,Used,7.0,5.0,5.0,4.0,1461.0,174.0,Fabric,3490.0,,Metallic,,,,,,,,
Peugeot,107,Red,Hatchback,2010-07-01,Front,Manual,73685.0,Euro 4,50.0,998.0,2010-07-01,Petrol,Used,4.0,5.0,5.0,3.0,780.0,106.0,Fabric,3450.0,Black,,2026-07-31,,,,,,,
Ford,Kuga,White,SUV/Off-Road/Pick-Up,2010-02-01,4x4,Automatic,99798.0,,147.0,2.521,2010-02-01,Petrol,Used,5.0,5.0,,5.0,1508.0,,Leather,10999.0,Black,,,,,,,,,
Opel,Corsa,Blue,Hatchback,2010-03-01,Front,Manual,140058.0,Euro 5,74.0,1.398,2010-03-01,Petrol,Used,5.0,5.0,5.0,4.0,1063.0,129.0,Half leather,4499.0,Grey,Metallic,2025-07-31,,,,,,,
Fiat,Doblo,White,MPV,2010-10-01,Front,Manual,158844.0,Euro 5,70.0,1.368,2010-10-01,Petrol,Used,5.0,5.0,5.0,4.0,1315.0,166.0,Fabric,4950.0,,,,,,,,,,
Volkswagen,Golf GTI,White,Hatchback,2010-01-01,Front,Automatic,253775.0,Euro 5,155.0,1.984,2010-01-01,Petrol,Used,5.0,5.0,6.0,4.0,1314.0,173.0,Fabric,7945.0,Black,,2026-01-31,,,,,,,
Volvo,XC90,Grey,SUV/Off-Road/Pick-Up,2010-06-01,4x4,Automatic,380272.0,Euro 4,136.0,2.4,2010-06-01,Diesel,Used,7.0,5.0,6.0,5.0,2044.0,224.0,Leather,6950.0,,,2026-03-31,,,,,,,
Opel,Astra,Black,Hatchback,2010-07-01,Front,Manual,221738.0,Euro 5,132.0,1.598,2010-07-01,Petrol,Used,5.0,5.0,6.0,4.0,1390.0,201.0,Fabric,4350.0,Black,Metallic,2026-06-30,,,,,,,
Volkswagen,Golf,Black,Hatchback,2010-07-01,Front,Manual,151622.0,Euro 5,90.0,1.39,2010-07-01,Petrol,Used,5.0,3.0,,4.0,1190.0,144.0,Fabric,6950.0,Grey,Metallic,2026-02-28,,,,,,,
Renault,Megane,Black,Cabrio,2010-06-01,Front,Manual,133497.0,Euro 5,96.0,1.397,2010-06-01,Petrol,Used,4.0,2.0,6.0,4.0,1475.0,169.0,Leather,5443.0,,,,,,,,,,
BMW,320,White,Coupé,2011-01-01,Back,Manual,174113.0,Euro 5,121.0,1.995,2011-01-01,Petrol,Used,4.0,2.0,6.0,4.0,1335.0,154.0,Leather,9950.0,Black,,,,,,,,,
Opel,Corsa,White,Hatchback,2011-12-01,Front,Manual,234141.0,Euro 5,63.0,1.229,2011-12-01,LPG,Used,5.0,3.0,,4.0,1063.0,129.0,,1995.0,,,2025-07-31,,,,,,,
Audi,A7,Grey,Hatchback,2011-09-01,4x4,Automatic,226463.0,Euro 5,221.0,2.967,2011-09-01,Diesel,Used,4.0,5.0,,6.0,1745.0,158.0,Leather,15950.0,Black,Metallic,2026-06-30,,,,,,,
Renault,Clio,Grey,Stationwagen,2011-07-01,Front,Manual,179244.0,Euro 5,76.0,1.149,2011-07-01,Petrol,Used,5.0,5.0,5.0,4.0,1095.0,125.0,Fabric,2950.0,Black,Metallic,,,,,,,,
Volkswagen,Polo,Blue,Hatchback,2011-11-01,Front,Manual,150327.0,Euro 5,51.0,1.198,2011-11-01,Petrol,Used,5.0,5.0,,3.0,967.0,128.0,,6495.0,,,2025-12-31,,,,,,,
Audi,A6,Black,Stationwagen,2011-11-01,4x4,Automatic,211794.0,Euro 5,221.0,2.995,2011-11-01,Petrol,Used,5.0,5.0,7.0,6.0,1765.0,190.0,Leather,17900.0,Black,,2025-07-31,,,,,,,
Opel,Astra,Silver,Stationwagen,2011-08-01,Front,Manual,186895.0,Euro 5,74.0,1.398,2011-08-01,Petrol,Used,5.0,5.0,5.0,4.0,1293.0,139.0,Fabric,4250.0,Black,Metallic,2025-07-31,,,,,,,
Opel,Astra,White,Hatchback,2011-07-01,Front,Manual,311737.0,Euro 5,74.0,1.398,2011-07-01,Petrol,Used,5.0,5.0,5.0,4.0,1273.0,129.0,Fabric,2990.0,Black,,2026-07-31,,,,,,,
